value,coordinates,sensor_id,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
25.1,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-11T15:00:00Z,2024-05-12T00:00:00+09:00,2024-05-12T15:00:00Z,2024-05-13T00:00:00+09:00,2.0,2.4600000381469727,7.5,22.5,43.5,53.0,53.0,25.125,18.990415573120117,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-11T16:00:00Z,2024-05-12T01:00:00+09:00,2024-05-12T15:00:00Z,2024-05-13T00:00:00+09:00
19.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-12T15:00:00Z,2024-05-13T00:00:00+09:00,2024-05-13T15:00:00Z,2024-05-14T00:00:00+09:00,15.0,15.460000038146973,16.0,17.5,19.0,30.15999984741211,32.0,18.95833396911621,4.154402256011963,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-12T16:00:00Z,2024-05-13T01:00:00+09:00,2024-05-13T15:00:00Z,2024-05-14T00:00:00+09:00
851.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-13T15:00:00Z,2024-05-14T00:00:00+09:00,2024-05-14T15:00:00Z,2024-05-15T00:00:00+09:00,11.0,11.460000038146973,17.0,19.0,21.25,9999.0,9999.0,850.875,2817.5947265625,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-13T16:00:00Z,2024-05-14T01:00:00+09:00,2024-05-14T15:00:00Z,2024-05-15T00:00:00+09:00
16.2,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-14T15:00:00Z,2024-05-15T00:00:00+09:00,2024-05-15T15:00:00Z,2024-05-16T00:00:00+09:00,4.0,4.0,14.25,18.5,20.25,23.540000915527344,24.0,16.20833396911621,6.283028602600098,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-14T16:00:00Z,2024-05-15T01:00:00+09:00,2024-05-15T15:00:00Z,2024-05-16T00:00:00+09:00
841.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-15T15:00:00Z,2024-05-16T00:00:00+09:00,2024-05-16T15:00:00Z,2024-05-17T00:00:00+09:00,0.0,0.46000000834465027,3.0,8.0,14.5,9999.0,9999.0,841.0833129882812,2820.60986328125,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-15T16:00:00Z,2024-05-16T01:00:00+09:00,2024-05-16T15:00:00Z,2024-05-17T00:00:00+09:00
15.1,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-16T15:00:00Z,2024-05-17T00:00:00+09:00,2024-05-17T15:00:00Z,2024-05-18T00:00:00+09:00,7.0,7.460000038146973,11.5,14.0,18.25,25.079999923706055,26.0,15.125,5.463813781738281,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-16T16:00:00Z,2024-05-17T01:00:00+09:00,2024-05-17T15:00:00Z,2024-05-18T00:00:00+09:00
12.7,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-17T15:00:00Z,2024-05-18T00:00:00+09:00,2024-05-18T15:00:00Z,2024-05-19T00:00:00+09:00,7.0,7.460000038146973,11.0,12.0,14.0,19.6200008392334,21.0,12.666666984558105,2.973311185836792,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-17T16:00:00Z,2024-05-18T01:00:00+09:00,2024-05-18T15:00:00Z,2024-05-19T00:00:00+09:00
848.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-18T15:00:00Z,2024-05-19T00:00:00+09:00,2024-05-19T15:00:00Z,2024-05-20T00:00:00+09:00,7.0,9.300000190734863,14.0,17.5,20.25,9999.0,9999.0,848.3333129882812,2818.373291015625,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-18T16:00:00Z,2024-05-19T01:00:00+09:00,2024-05-19T15:00:00Z,2024-05-20T00:00:00+09:00
435.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-19T15:00:00Z,2024-05-20T00:00:00+09:00,2024-05-20T15:00:00Z,2024-05-21T00:00:00+09:00,9.0,9.0,16.0,19.0,24.25,5412.799999999991,9999.0,435.0833333333333,2037.1129595937794,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-19T17:00:00Z,2024-05-20T02:00:00+09:00,2024-05-20T16:00:00Z,2024-05-21T01:00:00+09:00
23.6,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-20T15:00:00Z,2024-05-21T00:00:00+09:00,2024-05-21T15:00:00Z,2024-05-22T00:00:00+09:00,18.0,18.0,20.0,23.0,26.25,35.619998931884766,37.0,23.625,4.959071636199951,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-20T16:00:00Z,2024-05-21T01:00:00+09:00,2024-05-21T15:00:00Z,2024-05-22T00:00:00+09:00
851.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-21T15:00:00Z,2024-05-22T00:00:00+09:00,2024-05-22T15:00:00Z,2024-05-23T00:00:00+09:00,10.0,10.0,16.75,20.0,24.25,9999.0,9999.0,851.375,2817.440185546875,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-21T16:00:00Z,2024-05-22T01:00:00+09:00,2024-05-22T15:00:00Z,2024-05-23T00:00:00+09:00
28.6,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-22T15:00:00Z,2024-05-23T00:00:00+09:00,2024-05-23T15:00:00Z,2024-05-24T00:00:00+09:00,18.0,18.459999084472656,25.0,28.0,33.25,40.619998931884766,42.0,28.58333396911621,6.1989946365356445,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-22T16:00:00Z,2024-05-23T01:00:00+09:00,2024-05-23T15:00:00Z,2024-05-24T00:00:00+09:00
25.4,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-23T15:00:00Z,2024-05-24T00:00:00+09:00,2024-05-24T15:00:00Z,2024-05-25T00:00:00+09:00,14.0,14.460000038146973,19.0,25.5,32.0,36.08000183105469,37.0,25.41666603088379,7.312387943267822,24,24:00:00,24,24:00:00,100.0,100.0,2024-05-23T16:00:00Z,2024-05-24T01:00:00+09:00,2024-05-24T15:00:00Z,2024-05-25T00:00:00+09:00
9.91,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-24T15:00:00Z,2024-05-25T00:00:00+09:00,2024-05-25T15:00:00Z,2024-05-26T00:00:00+09:00,6.0,6.420000076293945,8.0,9.0,12.0,14.0,14.0,9.909090995788574,2.348435878753662,24,24:00:00,22,22:00:00,92.0,92.0,2024-05-24T16:00:00Z,2024-05-25T01:00:00+09:00,2024-05-25T15:00:00Z,2024-05-26T00:00:00+09:00
469.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-25T15:00:00Z,2024-05-26T00:00:00+09:00,2024-05-26T15:00:00Z,2024-05-27T00:00:00+09:00,5.0,5.420000076293945,9.0,12.0,21.0,5814.1201171875,9999.0,468.5909118652344,2128.6630859375,24,24:00:00,22,22:00:00,92.0,92.0,2024-05-25T17:00:00Z,2024-05-26T02:00:00+09:00,2024-05-26T15:00:00Z,2024-05-27T00:00:00+09:00
442.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-26T15:00:00Z,2024-05-27T00:00:00+09:00,2024-05-27T15:00:00Z,2024-05-28T00:00:00+09:00,2.0,2.0,5.5,9.0,10.5,5605.60009765625,9999.0,442.34783935546875,2083.27978515625,24,24:00:00,23,23:00:00,96.0,96.0,2024-05-26T16:00:00Z,2024-05-27T01:00:00+09:00,2024-05-27T15:00:00Z,2024-05-28T00:00:00+09:00
11.2,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-27T15:00:00Z,2024-05-28T00:00:00+09:00,2024-05-28T15:00:00Z,2024-05-29T00:00:00+09:00,5.0,5.440000057220459,9.5,10.0,12.5,17.559999465942383,18.0,11.17391300201416,3.242504358291626,24,24:00:00,23,23:00:00,96.0,96.0,2024-05-27T16:00:00Z,2024-05-28T01:00:00+09:00,2024-05-28T15:00:00Z,2024-05-29T00:00:00+09:00
469.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-28T15:00:00Z,2024-05-29T00:00:00+09:00,2024-05-29T15:00:00Z,2024-05-30T00:00:00+09:00,7.0,7.0,13.0,16.0,19.0,5808.240234375,9999.0,468.7727355957031,2128.61083984375,24,24:00:00,22,22:00:00,92.0,92.0,2024-05-28T16:00:00Z,2024-05-29T01:00:00+09:00,2024-05-29T15:00:00Z,2024-05-30T00:00:00+09:00
19.8,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-29T15:00:00Z,2024-05-30T00:00:00+09:00,2024-05-30T15:00:00Z,2024-05-31T00:00:00+09:00,10.0,11.319999694824219,17.0,21.0,23.5,26.559999465942383,27.0,19.826086044311523,4.579124450683594,24,24:00:00,23,23:00:00,96.0,96.0,2024-05-29T16:00:00Z,2024-05-30T01:00:00+09:00,2024-05-30T15:00:00Z,2024-05-31T00:00:00+09:00
886.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-30T15:00:00Z,2024-05-31T00:00:00+09:00,2024-05-31T15:00:00Z,2024-06-01T00:00:00+09:00,10.0,10.4399995803833,16.0,19.0,22.0,9999.0,9999.0,886.0869750976562,2875.514892578125,24,24:00:00,23,23:00:00,96.0,96.0,2024-05-30T16:00:00Z,2024-05-31T01:00:00+09:00,2024-05-31T15:00:00Z,2024-06-01T00:00:00+09:00
967.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-05-31T15:00:00Z,2024-06-01T00:00:00+09:00,2024-06-01T15:00:00Z,2024-06-02T00:00:00+09:00,10.0,10.399999618530273,14.0,18.0,21.0,9999.0,9999.0,967.2380981445312,3002.656982421875,24,24:00:00,21,21:00:00,88.0,88.0,2024-05-31T16:00:00Z,2024-06-01T01:00:00+09:00,2024-06-01T15:00:00Z,2024-06-02T00:00:00+09:00
16.8,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-01T15:00:00Z,2024-06-02T00:00:00+09:00,2024-06-02T15:00:00Z,2024-06-03T00:00:00+09:00,5.0,6.320000171661377,11.5,18.0,22.0,26.0,26.0,16.782608032226562,6.438213348388672,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-01T16:00:00Z,2024-06-02T01:00:00+09:00,2024-06-02T15:00:00Z,2024-06-03T00:00:00+09:00
5220.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-02T15:00:00Z,2024-06-03T00:00:00+09:00,2024-06-03T15:00:00Z,2024-06-04T00:00:00+09:00,12.0,12.4399995803833,16.5,9999.0,9999.0,9999.0,9999.0,5224.95654296875,5098.392578125,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-02T16:00:00Z,2024-06-03T01:00:00+09:00,2024-06-03T15:00:00Z,2024-06-04T00:00:00+09:00
5660.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-03T15:00:00Z,2024-06-04T00:00:00+09:00,2024-06-04T15:00:00Z,2024-06-05T00:00:00+09:00,12.0,12.4399995803833,16.0,9999.0,9999.0,9999.0,9999.0,5658.21728515625,5060.48681640625,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-03T16:00:00Z,2024-06-04T01:00:00+09:00,2024-06-04T15:00:00Z,2024-06-05T00:00:00+09:00
449.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-04T15:00:00Z,2024-06-05T00:00:00+09:00,2024-06-05T15:00:00Z,2024-06-06T00:00:00+09:00,8.0,8.0,9.0,16.0,20.0,5610.0,9999.0,448.6956481933594,2081.900634765625,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-04T16:00:00Z,2024-06-05T01:00:00+09:00,2024-06-05T15:00:00Z,2024-06-06T00:00:00+09:00
14.6,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-05T15:00:00Z,2024-06-06T00:00:00+09:00,2024-06-06T15:00:00Z,2024-06-07T00:00:00+09:00,9.0,9.460000038146973,12.75,15.0,17.0,19.540000915527344,20.0,14.625,3.2545955181121826,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-05T16:00:00Z,2024-06-06T01:00:00+09:00,2024-06-06T15:00:00Z,2024-06-07T00:00:00+09:00
439.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-06T15:00:00Z,2024-06-07T00:00:00+09:00,2024-06-07T15:00:00Z,2024-06-08T00:00:00+09:00,14.0,14.920000076293945,19.75,24.0,28.0,5415.56005859375,9999.0,439.3333435058594,2036.2073974609375,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-06T16:00:00Z,2024-06-07T01:00:00+09:00,2024-06-07T15:00:00Z,2024-06-08T00:00:00+09:00
433.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-07T15:00:00Z,2024-06-08T00:00:00+09:00,2024-06-08T15:00:00Z,2024-06-09T00:00:00+09:00,7.0,7.0,10.75,18.0,22.0,5415.10009765625,9999.0,432.8333435058594,2037.597412109375,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-07T16:00:00Z,2024-06-08T01:00:00+09:00,2024-06-08T15:00:00Z,2024-06-09T00:00:00+09:00
878.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-08T15:00:00Z,2024-06-09T00:00:00+09:00,2024-06-09T15:00:00Z,2024-06-10T00:00:00+09:00,5.0,5.0,7.5,10.0,13.0,9999.0,9999.0,878.3478393554688,2877.955810546875,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-08T16:00:00Z,2024-06-09T01:00:00+09:00,2024-06-09T15:00:00Z,2024-06-10T00:00:00+09:00
29.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-09T15:00:00Z,2024-06-10T00:00:00+09:00,2024-06-10T15:00:00Z,2024-06-11T00:00:00+09:00,15.0,16.3799991607666,23.75,28.0,34.0,45.70000076293945,48.0,29.0,8.37698745727539,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-09T16:00:00Z,2024-06-10T01:00:00+09:00,2024-06-10T15:00:00Z,2024-06-11T00:00:00+09:00
30.4,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-10T15:00:00Z,2024-06-11T00:00:00+09:00,2024-06-11T15:00:00Z,2024-06-12T00:00:00+09:00,16.0,17.84000015258789,27.0,31.0,34.5,39.0,39.0,30.375,6.092136859893799,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-10T16:00:00Z,2024-06-11T01:00:00+09:00,2024-06-11T15:00:00Z,2024-06-12T00:00:00+09:00
27.5,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-11T15:00:00Z,2024-06-12T00:00:00+09:00,2024-06-12T15:00:00Z,2024-06-13T00:00:00+09:00,17.0,17.920000076293945,22.0,27.0,32.0,40.15999984741211,42.0,27.5,6.379314422607422,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-11T16:00:00Z,2024-06-12T01:00:00+09:00,2024-06-12T15:00:00Z,2024-06-13T00:00:00+09:00
452.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-12T15:00:00Z,2024-06-13T00:00:00+09:00,2024-06-13T15:00:00Z,2024-06-14T00:00:00+09:00,26.0,26.459999084472656,33.75,38.0,42.0,5422.0,9999.0,452.3333435058594,2033.4407958984375,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-12T16:00:00Z,2024-06-13T01:00:00+09:00,2024-06-13T15:00:00Z,2024-06-14T00:00:00+09:00
33.2,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-13T15:00:00Z,2024-06-14T00:00:00+09:00,2024-06-14T15:00:00Z,2024-06-15T00:00:00+09:00,21.0,21.440000534057617,26.0,29.0,39.0,50.119998931884766,51.0,33.21739196777344,9.258688926696777,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-13T16:00:00Z,2024-06-14T01:00:00+09:00,2024-06-14T15:00:00Z,2024-06-15T00:00:00+09:00
1330.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-14T15:00:00Z,2024-06-15T00:00:00+09:00,2024-06-15T15:00:00Z,2024-06-16T00:00:00+09:00,13.0,14.760000228881836,23.0,25.0,29.0,9999.0,9999.0,1325.6522216796875,3434.672607421875,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-14T16:00:00Z,2024-06-15T01:00:00+09:00,2024-06-15T15:00:00Z,2024-06-16T00:00:00+09:00
1680.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-15T15:00:00Z,2024-06-16T00:00:00+09:00,2024-06-16T15:00:00Z,2024-06-17T00:00:00+09:00,9.0,9.920000076293945,16.0,20.0,22.0,9999.0,9999.0,1681.375,3799.7607421875,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-15T16:00:00Z,2024-06-16T01:00:00+09:00,2024-06-16T15:00:00Z,2024-06-17T00:00:00+09:00
472.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-16T15:00:00Z,2024-06-17T00:00:00+09:00,2024-06-17T15:00:00Z,2024-06-18T00:00:00+09:00,13.0,13.0,16.0,18.0,21.0,5809.080078125,9999.0,471.5,2127.9990234375,24,24:00:00,22,22:00:00,92.0,92.0,2024-06-16T16:00:00Z,2024-06-17T01:00:00+09:00,2024-06-17T15:00:00Z,2024-06-18T00:00:00+09:00
439.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-17T15:00:00Z,2024-06-18T00:00:00+09:00,2024-06-18T15:00:00Z,2024-06-19T00:00:00+09:00,17.0,17.459999084472656,20.75,24.0,27.0,5413.259765625,9999.0,439.0833435058594,4.795831523312719,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-17T16:00:00Z,2024-06-18T01:00:00+09:00,2024-06-18T15:00:00Z,2024-06-19T00:00:00+09:00
23.7,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-18T15:00:00Z,2024-06-19T00:00:00+09:00,2024-06-19T15:00:00Z,2024-06-20T00:00:00+09:00,13.0,14.319999694824219,22.0,23.0,27.0,29.68000030517578,31.0,23.65217399597168,,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-18T16:00:00Z,2024-06-19T01:00:00+09:00,2024-06-19T15:00:00Z,2024-06-20T00:00:00+09:00
19.2,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-19T15:00:00Z,2024-06-20T00:00:00+09:00,2024-06-20T15:00:00Z,2024-06-21T00:00:00+09:00,9.0,10.84,16.0,19.0,21.25,29.699999999999996,32.0,19.208333333333332,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-19T16:00:00Z,2024-06-20T01:00:00+09:00,2024-06-20T15:00:00Z,2024-06-21T00:00:00+09:00
931.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-20T15:00:00Z,2024-06-21T00:00:00+09:00,2024-06-21T15:00:00Z,2024-06-22T00:00:00+09:00,10.0,10.0,19.75,25.0,30.25,9999.0,9999.0,930.5909090909091,,24,24:00:00,22,22:00:00,92.0,92.0,2024-06-20T16:00:00Z,2024-06-21T01:00:00+09:00,2024-06-21T14:00:00Z,2024-06-21T23:00:00+09:00
878.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-21T15:00:00Z,2024-06-22T00:00:00+09:00,2024-06-22T15:00:00Z,2024-06-23T00:00:00+09:00,1.0,2.3200000000000003,6.0,9.0,11.5,9999.0,9999.0,877.5217391304348,,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-21T16:00:00Z,2024-06-22T01:00:00+09:00,2024-06-22T15:00:00Z,2024-06-23T00:00:00+09:00
17.2,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-22T15:00:00Z,2024-06-23T00:00:00+09:00,2024-06-23T15:00:00Z,2024-06-24T00:00:00+09:00,10.0,10.0,14.75,17.0,19.5,25.08,26.0,17.208333333333332,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-22T16:00:00Z,2024-06-23T01:00:00+09:00,2024-06-23T15:00:00Z,2024-06-24T00:00:00+09:00
22.8,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-23T15:00:00Z,2024-06-24T00:00:00+09:00,2024-06-24T15:00:00Z,2024-06-25T00:00:00+09:00,11.0,11.92,17.5,22.5,29.0,30.54,31.0,22.833333333333332,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-23T16:00:00Z,2024-06-24T01:00:00+09:00,2024-06-24T15:00:00Z,2024-06-25T00:00:00+09:00
26.4,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-24T15:00:00Z,2024-06-25T00:00:00+09:00,2024-06-25T15:00:00Z,2024-06-26T00:00:00+09:00,9.0,9.44,12.5,20.0,38.5,54.67999999999999,56.0,26.391304347826086,,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-24T16:00:00Z,2024-06-25T01:00:00+09:00,2024-06-25T15:00:00Z,2024-06-26T00:00:00+09:00
19.5,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-25T15:00:00Z,2024-06-26T00:00:00+09:00,2024-06-26T15:00:00Z,2024-06-27T00:00:00+09:00,7.0,9.76,16.5,17.5,23.0,31.0,31.0,19.458333333333332,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-25T16:00:00Z,2024-06-26T01:00:00+09:00,2024-06-26T15:00:00Z,2024-06-27T00:00:00+09:00
1680.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-26T15:00:00Z,2024-06-27T00:00:00+09:00,2024-06-27T15:00:00Z,2024-06-28T00:00:00+09:00,15.0,15.0,18.0,20.0,26.0,9999.0,9999.0,1683.375,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-26T16:00:00Z,2024-06-27T01:00:00+09:00,2024-06-27T15:00:00Z,2024-06-28T00:00:00+09:00
886.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-27T15:00:00Z,2024-06-28T00:00:00+09:00,2024-06-28T15:00:00Z,2024-06-29T00:00:00+09:00,5.0,5.44,10.0,18.0,31.0,9999.0,9999.0,886.3913043478261,,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-27T16:00:00Z,2024-06-28T01:00:00+09:00,2024-06-28T15:00:00Z,2024-06-29T00:00:00+09:00
10.4,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-28T15:00:00Z,2024-06-29T00:00:00+09:00,2024-06-29T15:00:00Z,2024-06-30T00:00:00+09:00,1.0,1.92,6.75,11.5,14.0,17.0,17.0,10.375,,24,24:00:00,24,24:00:00,100.0,100.0,2024-06-28T16:00:00Z,2024-06-29T01:00:00+09:00,2024-06-29T15:00:00Z,2024-06-30T00:00:00+09:00
1750.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-29T15:00:00Z,2024-06-30T00:00:00+09:00,2024-06-30T15:00:00Z,2024-07-01T00:00:00+09:00,5.0,5.0,6.5,8.0,13.5,9999.0,9999.0,1746.0,,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-29T16:00:00Z,2024-06-30T01:00:00+09:00,2024-06-30T15:00:00Z,2024-07-01T00:00:00+09:00
885.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-06-30T15:00:00Z,2024-07-01T00:00:00+09:00,2024-07-01T15:00:00Z,2024-07-02T00:00:00+09:00,9.0,9.44,16.0,19.0,20.5,9999.0,9999.0,885.0869565217391,4.242640687119285,24,24:00:00,23,23:00:00,96.0,96.0,2024-06-30T16:00:00Z,2024-07-01T01:00:00+09:00,2024-07-01T15:00:00Z,2024-07-02T00:00:00+09:00
842.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-01T15:00:00Z,2024-07-02T00:00:00+09:00,2024-07-02T15:00:00Z,2024-07-03T00:00:00+09:00,4.0,4.0,6.0,9.0,13.5,9999.0,9999.0,841.9583333333334,0.7071067811865476,24,24:00:00,24,24:00:00,100.0,100.0,2024-07-01T16:00:00Z,2024-07-02T01:00:00+09:00,2024-07-02T15:00:00Z,2024-07-03T00:00:00+09:00
880.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-02T15:00:00Z,2024-07-03T00:00:00+09:00,2024-07-03T15:00:00Z,2024-07-04T00:00:00+09:00,2.0,3.76,8.0,13.0,17.0,9999.0,9999.0,880.2173913043479,,24,24:00:00,23,23:00:00,96.0,96.0,2024-07-02T16:00:00Z,2024-07-03T01:00:00+09:00,2024-07-03T15:00:00Z,2024-07-04T00:00:00+09:00
885.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-03T15:00:00Z,2024-07-04T00:00:00+09:00,2024-07-04T15:00:00Z,2024-07-05T00:00:00+09:00,4.0,4.0,13.5,21.0,24.0,9999.0,9999.0,885.3913043478261,,24,24:00:00,23,23:00:00,96.0,96.0,2024-07-03T16:00:00Z,2024-07-04T01:00:00+09:00,2024-07-04T15:00:00Z,2024-07-05T00:00:00+09:00
881.0,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-04T15:00:00Z,2024-07-05T00:00:00+09:00,2024-07-05T15:00:00Z,2024-07-06T00:00:00+09:00,2.0,3.3200000000000003,12.5,14.0,16.5,9999.0,9999.0,881.3913043478261,,24,24:00:00,23,23:00:00,96.0,96.0,2024-07-04T16:00:00Z,2024-07-05T01:00:00+09:00,2024-07-05T15:00:00Z,2024-07-06T00:00:00+09:00
13.8,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-05T15:00:00Z,2024-07-06T00:00:00+09:00,2024-07-06T15:00:00Z,2024-07-07T00:00:00+09:00,7.0,7.42,11.0,13.5,16.0,21.159999999999997,22.0,13.772727272727273,,24,24:00:00,22,22:00:00,92.0,92.0,2024-07-05T16:00:00Z,2024-07-06T01:00:00+09:00,2024-07-06T15:00:00Z,2024-07-07T00:00:00+09:00
15.9,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-06T15:00:00Z,2024-07-07T00:00:00+09:00,2024-07-07T15:00:00Z,2024-07-08T00:00:00+09:00,8.0,8.88,13.0,17.0,19.0,20.56,21.0,15.869565217391305,,24,24:00:00,23,23:00:00,96.0,96.0,2024-07-06T16:00:00Z,2024-07-07T01:00:00+09:00,2024-07-07T15:00:00Z,2024-07-08T00:00:00+09:00
15.6,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-07T15:00:00Z,2024-07-08T00:00:00+09:00,2024-07-08T15:00:00Z,2024-07-09T00:00:00+09:00,9.0,9.0,12.0,15.0,19.5,22.119999999999997,23.0,15.565217391304348,2.8284271247461903,24,24:00:00,23,23:00:00,96.0,96.0,2024-07-07T16:00:00Z,2024-07-08T01:00:00+09:00,2024-07-08T15:00:00Z,2024-07-09T00:00:00+09:00
20.3,,8539597,False,2,pm25,µg/m³,,1day,24:00:00,2024-07-08T15:00:00Z,2024-07-09T00:00:00+09:00,2024-07-09T15:00:00Z,2024-07-10T00:00:00+09:00,7.0,7.46,15.25,22.5,27.0,30.54,31.0,20.333333333333332,,24,24:00:00,24,24:00:00,100.0,100.0,2024-07-08T16:00:00Z,2024-07-09T01:00:00+09:00,2024-07-09T15:00:00Z,2024-07-10T00:00:00+09:00
