value,coordinates,sensor_id,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
18.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-09T05:00:00Z,2016-08-09T00:00:00-05:00,2016-08-10T05:00:00Z,2016-08-10T00:00:00-05:00,10.0,10.4399995803833,13.5,19.0,22.5,26.1200008392334,27.0,18.30434799194336,5.199954509735107,24,24:00:00,23,23:00:00,96.0,96.0,2016-08-09T06:00:00Z,2016-08-09T01:00:00-05:00,2016-08-10T05:00:00Z,2016-08-10T00:00:00-05:00
10.7,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-10T05:00:00Z,2016-08-10T00:00:00-05:00,2016-08-11T05:00:00Z,2016-08-11T00:00:00-05:00,3.0,3.0,6.5,10.0,15.5,17.559999465942383,18.0,10.65217399597168,5.104442596435547,24,24:00:00,23,23:00:00,96.0,96.0,2016-08-10T06:00:00Z,2016-08-10T01:00:00-05:00,2016-08-11T05:00:00Z,2016-08-11T00:00:00-05:00
31.5,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-11T05:00:00Z,2016-08-11T00:00:00-05:00,2016-08-12T05:00:00Z,2016-08-12T00:00:00-05:00,12.0,12.460000038146973,20.75,28.5,44.25,52.540000915527344,53.0,31.45833396911621,13.207307815551758,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-11T06:00:00Z,2016-08-11T01:00:00-05:00,2016-08-12T05:00:00Z,2016-08-12T00:00:00-05:00
27.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-12T05:00:00Z,2016-08-12T00:00:00-05:00,2016-08-13T05:00:00Z,2016-08-13T00:00:00-05:00,8.0,8.920000076293945,23.25,27.5,33.25,39.540000915527344,40.0,27.25,8.847745895385742,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-12T06:00:00Z,2016-08-12T01:00:00-05:00,2016-08-13T05:00:00Z,2016-08-13T00:00:00-05:00
27.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-13T05:00:00Z,2016-08-13T00:00:00-05:00,2016-08-14T05:00:00Z,2016-08-14T00:00:00-05:00,5.0,5.920000076293945,16.5,29.5,34.0,56.2400016784668,59.0,27.0,13.934630393981934,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-13T06:00:00Z,2016-08-13T01:00:00-05:00,2016-08-14T05:00:00Z,2016-08-14T00:00:00-05:00
19.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-14T05:00:00Z,2016-08-14T00:00:00-05:00,2016-08-15T05:00:00Z,2016-08-15T00:00:00-05:00,5.0,5.460000038146973,12.75,16.0,22.5,46.70000076293945,49.0,19.08333396911621,10.737648963928223,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-14T06:00:00Z,2016-08-14T01:00:00-05:00,2016-08-15T05:00:00Z,2016-08-15T00:00:00-05:00
13.4,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-15T05:00:00Z,2016-08-15T00:00:00-05:00,2016-08-16T05:00:00Z,2016-08-16T00:00:00-05:00,2.0,2.9200000762939453,8.75,12.0,17.25,29.0,29.0,13.416666984558105,7.324269771575928,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-15T06:00:00Z,2016-08-15T01:00:00-05:00,2016-08-16T05:00:00Z,2016-08-16T00:00:00-05:00
9.83,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-16T05:00:00Z,2016-08-16T00:00:00-05:00,2016-08-17T05:00:00Z,2016-08-17T00:00:00-05:00,1.0,2.0199999809265137,5.5,8.0,13.75,19.65999984741211,20.0,9.833333015441895,5.5862226486206055,24,24:00:00,18,18:00:00,75.0,75.0,2016-08-16T06:00:00Z,2016-08-16T01:00:00-05:00,2016-08-16T23:00:00Z,2016-08-16T18:00:00-05:00
23.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-17T05:00:00Z,2016-08-17T00:00:00-05:00,2016-08-18T05:00:00Z,2016-08-18T00:00:00-05:00,5.0,7.199999809265137,18.0,20.0,34.25,39.779998779296875,40.0,23.91666603088379,11.016172409057617,24,24:00:00,12,12:00:00,50.0,50.0,2016-08-17T16:00:00Z,2016-08-17T11:00:00-05:00,2016-08-18T05:00:00Z,2016-08-18T00:00:00-05:00
9.94,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-18T05:00:00Z,2016-08-18T00:00:00-05:00,2016-08-19T05:00:00Z,2016-08-19T00:00:00-05:00,1.0,2.0199999809265137,6.25,9.0,10.75,23.600000381469727,27.0,9.94444465637207,5.935657024383545,24,24:00:00,18,18:00:00,75.0,75.0,2016-08-18T06:00:00Z,2016-08-18T01:00:00-05:00,2016-08-19T05:00:00Z,2016-08-19T00:00:00-05:00
13.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-19T05:00:00Z,2016-08-19T00:00:00-05:00,2016-08-20T05:00:00Z,2016-08-20T00:00:00-05:00,2.0,2.4600000381469727,8.75,14.0,18.25,24.15999984741211,26.0,13.25,6.455533504486084,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-19T06:00:00Z,2016-08-19T01:00:00-05:00,2016-08-20T05:00:00Z,2016-08-20T00:00:00-05:00
19.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-20T05:00:00Z,2016-08-20T00:00:00-05:00,2016-08-21T05:00:00Z,2016-08-21T00:00:00-05:00,4.0,5.380000114440918,15.75,19.0,24.0,33.619998931884766,35.0,19.0,7.4833149909973145,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-20T06:00:00Z,2016-08-20T01:00:00-05:00,2016-08-21T05:00:00Z,2016-08-21T00:00:00-05:00
20.5,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-21T05:00:00Z,2016-08-21T00:00:00-05:00,2016-08-22T05:00:00Z,2016-08-22T00:00:00-05:00,4.0,4.0,10.75,19.0,27.5,41.540000915527344,42.0,20.54166603088379,11.780526161193848,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-21T06:00:00Z,2016-08-21T01:00:00-05:00,2016-08-22T05:00:00Z,2016-08-22T00:00:00-05:00
18.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-22T05:00:00Z,2016-08-22T00:00:00-05:00,2016-08-23T05:00:00Z,2016-08-23T00:00:00-05:00,4.0,4.440000057220459,11.5,17.0,20.5,45.68000030517578,47.0,18.0,11.139610290527344,24,24:00:00,23,23:00:00,96.0,96.0,2016-08-22T06:00:00Z,2016-08-22T01:00:00-05:00,2016-08-23T05:00:00Z,2016-08-23T00:00:00-05:00
12.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-23T05:00:00Z,2016-08-23T00:00:00-05:00,2016-08-24T05:00:00Z,2016-08-24T00:00:00-05:00,3.0,3.4600000381469727,8.0,12.5,15.25,22.700000762939453,25.0,11.958333015441895,5.245944023132324,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-23T06:00:00Z,2016-08-23T01:00:00-05:00,2016-08-24T05:00:00Z,2016-08-24T00:00:00-05:00
18.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-24T05:00:00Z,2016-08-24T00:00:00-05:00,2016-08-25T05:00:00Z,2016-08-25T00:00:00-05:00,4.0,5.260000228881836,14.25,18.0,19.75,35.47999954223633,38.0,18.090909957885742,7.873457908630371,24,24:00:00,22,22:00:00,92.0,92.0,2016-08-24T06:00:00Z,2016-08-24T01:00:00-05:00,2016-08-25T05:00:00Z,2016-08-25T00:00:00-05:00
26.6,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-25T05:00:00Z,2016-08-25T00:00:00-05:00,2016-08-26T05:00:00Z,2016-08-26T00:00:00-05:00,9.0,11.279999732971191,21.75,26.0,30.25,45.720001220703125,48.0,26.649999618530273,9.516053199768066,24,24:00:00,20,20:00:00,83.0,83.0,2016-08-25T06:00:00Z,2016-08-25T01:00:00-05:00,2016-08-26T01:00:00Z,2016-08-25T20:00:00-05:00
26.5,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-26T05:00:00Z,2016-08-26T00:00:00-05:00,2016-08-27T05:00:00Z,2016-08-27T00:00:00-05:00,18.0,18.1200008392334,19.5,23.5,30.5,40.15999984741211,41.0,26.5,10.408329963684082,24,24:00:00,4,04:00:00,17.0,17.0,2016-08-27T02:00:00Z,2016-08-26T21:00:00-05:00,2016-08-27T05:00:00Z,2016-08-27T00:00:00-05:00
25.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-27T05:00:00Z,2016-08-27T00:00:00-05:00,2016-08-28T05:00:00Z,2016-08-28T00:00:00-05:00,10.0,10.0,20.75,25.5,29.75,40.86000061035156,45.0,25.125,8.739278793334961,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-27T06:00:00Z,2016-08-27T01:00:00-05:00,2016-08-28T05:00:00Z,2016-08-28T00:00:00-05:00
18.4,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-28T05:00:00Z,2016-08-28T00:00:00-05:00,2016-08-29T05:00:00Z,2016-08-29T00:00:00-05:00,1.0,2.319999933242798,11.0,17.0,26.5,34.68000030517578,36.0,18.39130401611328,9.930390357971191,24,24:00:00,23,23:00:00,96.0,96.0,2016-08-28T06:00:00Z,2016-08-28T01:00:00-05:00,2016-08-29T05:00:00Z,2016-08-29T00:00:00-05:00
13.2,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-29T05:00:00Z,2016-08-29T00:00:00-05:00,2016-08-30T05:00:00Z,2016-08-30T00:00:00-05:00,1.0,2.5199999809265137,9.0,13.0,19.0,23.479999542236328,25.0,13.199999809265137,6.296197891235352,24,24:00:00,20,20:00:00,83.0,83.0,2016-08-29T06:00:00Z,2016-08-29T01:00:00-05:00,2016-08-30T03:00:00Z,2016-08-29T22:00:00-05:00
17.7,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-30T05:00:00Z,2016-08-30T00:00:00-05:00,2016-08-31T05:00:00Z,2016-08-31T00:00:00-05:00,5.0,6.199999809265137,12.0,19.0,22.0,28.799999237060547,30.0,17.714284896850586,6.929234027862549,24,24:00:00,21,21:00:00,88.0,88.0,2016-08-30T06:00:00Z,2016-08-30T01:00:00-05:00,2016-08-31T05:00:00Z,2016-08-31T00:00:00-05:00
13.6,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-08-31T05:00:00Z,2016-08-31T00:00:00-05:00,2016-09-01T05:00:00Z,2016-09-01T00:00:00-05:00,2.0,2.9200000762939453,6.75,12.5,20.0,27.540000915527344,28.0,13.625,8.074719429016113,24,24:00:00,24,24:00:00,100.0,100.0,2016-08-31T06:00:00Z,2016-08-31T01:00:00-05:00,2016-09-01T05:00:00Z,2016-09-01T00:00:00-05:00
19.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-01T05:00:00Z,2016-09-01T00:00:00-05:00,2016-09-02T05:00:00Z,2016-09-02T00:00:00-05:00,4.0,4.400000095367432,11.0,21.0,24.0,38.599998474121094,43.0,19.285715103149414,10.29146671295166,24,24:00:00,21,21:00:00,88.0,88.0,2016-09-01T06:00:00Z,2016-09-01T01:00:00-05:00,2016-09-02T03:00:00Z,2016-09-01T22:00:00-05:00
10.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-02T05:00:00Z,2016-09-02T00:00:00-05:00,2016-09-03T05:00:00Z,2016-09-03T00:00:00-05:00,1.0,1.0,4.0,10.0,15.0,25.200000762939453,26.0,10.857142448425293,7.58475923538208,24,24:00:00,21,21:00:00,88.0,88.0,2016-09-02T06:00:00Z,2016-09-02T01:00:00-05:00,2016-09-03T05:00:00Z,2016-09-03T00:00:00-05:00
10.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-03T05:00:00Z,2016-09-03T00:00:00-05:00,2016-09-04T05:00:00Z,2016-09-04T00:00:00-05:00,4.0,4.0,7.5,10.0,14.5,21.0,21.0,10.947368621826172,5.275453567504883,24,24:00:00,19,19:00:00,79.0,79.0,2016-09-03T06:00:00Z,2016-09-03T01:00:00-05:00,2016-09-04T05:00:00Z,2016-09-04T00:00:00-05:00
9.27,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-04T05:00:00Z,2016-09-04T00:00:00-05:00,2016-09-05T05:00:00Z,2016-09-05T00:00:00-05:00,0.0,0.41999998688697815,5.5,9.5,13.0,19.059999465942383,22.0,9.272727012634277,5.522092819213867,24,24:00:00,22,22:00:00,92.0,92.0,2016-09-04T06:00:00Z,2016-09-04T01:00:00-05:00,2016-09-05T05:00:00Z,2016-09-05T00:00:00-05:00
5.91,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-05T05:00:00Z,2016-09-05T00:00:00-05:00,2016-09-06T05:00:00Z,2016-09-06T00:00:00-05:00,1.0,1.2000000476837158,3.0,5.0,8.5,12.399999618530273,13.0,5.909090995788574,3.78033185005188,24,24:00:00,11,11:00:00,46.0,46.0,2016-09-05T06:00:00Z,2016-09-05T01:00:00-05:00,2016-09-05T17:00:00Z,2016-09-05T12:00:00-05:00
21.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-10T05:00:00Z,2016-09-10T00:00:00-05:00,2016-09-11T05:00:00Z,2016-09-11T00:00:00-05:00,5.0,6.139999866485596,12.75,22.0,27.5,43.720001220703125,46.0,21.850000381469727,10.504509925842285,24,24:00:00,20,20:00:00,83.0,83.0,2016-09-10T09:00:00Z,2016-09-10T04:00:00-05:00,2016-09-11T05:00:00Z,2016-09-11T00:00:00-05:00
16.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-11T05:00:00Z,2016-09-11T00:00:00-05:00,2016-09-12T05:00:00Z,2016-09-12T00:00:00-05:00,4.0,5.380000114440918,12.0,16.0,19.25,30.239999771118164,33.0,16.29166603088379,7.049386024475098,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-11T06:00:00Z,2016-09-11T01:00:00-05:00,2016-09-12T05:00:00Z,2016-09-12T00:00:00-05:00
19.7,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-12T05:00:00Z,2016-09-12T00:00:00-05:00,2016-09-13T05:00:00Z,2016-09-13T00:00:00-05:00,11.0,12.380000114440918,16.5,19.0,22.25,28.540000915527344,29.0,19.70833396911621,4.8137407302856445,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-12T06:00:00Z,2016-09-12T01:00:00-05:00,2016-09-13T05:00:00Z,2016-09-13T00:00:00-05:00
25.2,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-13T05:00:00Z,2016-09-13T00:00:00-05:00,2016-09-14T05:00:00Z,2016-09-14T00:00:00-05:00,2.0,3.8399999141693115,18.25,26.0,31.5,46.08000183105469,47.0,25.16666603088379,11.834609031677246,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-13T06:00:00Z,2016-09-13T01:00:00-05:00,2016-09-14T05:00:00Z,2016-09-14T00:00:00-05:00
16.7,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-14T05:00:00Z,2016-09-14T00:00:00-05:00,2016-09-15T05:00:00Z,2016-09-15T00:00:00-05:00,3.0,3.9200000762939453,13.0,16.0,20.0,28.540000915527344,29.0,16.66666603088379,6.30159854888916,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-14T06:00:00Z,2016-09-14T01:00:00-05:00,2016-09-15T05:00:00Z,2016-09-15T00:00:00-05:00
17.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-15T05:00:00Z,2016-09-15T00:00:00-05:00,2016-09-16T05:00:00Z,2016-09-16T00:00:00-05:00,2.0,2.0,9.5,14.0,23.25,42.959999084472656,54.0,17.0,11.530677795410156,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-15T06:00:00Z,2016-09-15T01:00:00-05:00,2016-09-16T05:00:00Z,2016-09-16T00:00:00-05:00
24.0,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-16T05:00:00Z,2016-09-16T00:00:00-05:00,2016-09-17T05:00:00Z,2016-09-17T00:00:00-05:00,0.0,1.3799999952316284,12.0,18.5,33.0,65.16000366210938,67.0,24.0,18.13236427307129,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-16T06:00:00Z,2016-09-16T01:00:00-05:00,2016-09-17T05:00:00Z,2016-09-17T00:00:00-05:00
18.4,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-17T05:00:00Z,2016-09-17T00:00:00-05:00,2016-09-18T05:00:00Z,2016-09-18T00:00:00-05:00,1.0,2.0799999237060547,9.0,17.0,22.5,46.84000015258789,49.0,18.36842155456543,12.854789733886719,24,24:00:00,19,19:00:00,79.0,79.0,2016-09-17T06:00:00Z,2016-09-17T01:00:00-05:00,2016-09-18T05:00:00Z,2016-09-18T00:00:00-05:00
12.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-18T05:00:00Z,2016-09-18T00:00:00-05:00,2016-09-19T05:00:00Z,2016-09-19T00:00:00-05:00,1.0,1.0,6.25,14.0,16.75,26.219999313354492,30.0,12.136363983154297,7.4148850440979,24,24:00:00,22,22:00:00,92.0,92.0,2016-09-18T06:00:00Z,2016-09-18T01:00:00-05:00,2016-09-19T05:00:00Z,2016-09-19T00:00:00-05:00
10.2,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-19T05:00:00Z,2016-09-19T00:00:00-05:00,2016-09-20T05:00:00Z,2016-09-20T00:00:00-05:00,1.0,1.3799999952316284,7.5,11.0,12.75,19.719999313354492,22.0,10.199999809265137,5.1666951179504395,24,24:00:00,20,20:00:00,83.0,83.0,2016-09-19T07:00:00Z,2016-09-19T02:00:00-05:00,2016-09-20T05:00:00Z,2016-09-20T00:00:00-05:00
8.05,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-20T05:00:00Z,2016-09-20T00:00:00-05:00,2016-09-21T05:00:00Z,2016-09-21T00:00:00-05:00,1.0,1.840000033378601,4.25,8.0,11.75,16.579999923706055,17.0,8.045454978942871,4.613409996032715,24,24:00:00,22,22:00:00,92.0,92.0,2016-09-20T06:00:00Z,2016-09-20T01:00:00-05:00,2016-09-21T05:00:00Z,2016-09-21T00:00:00-05:00
7.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-21T05:00:00Z,2016-09-21T00:00:00-05:00,2016-09-22T05:00:00Z,2016-09-22T00:00:00-05:00,1.0,1.0,2.0,8.0,10.0,15.399999618530273,17.0,7.095238208770752,4.493381500244141,24,24:00:00,21,21:00:00,88.0,88.0,2016-09-21T07:00:00Z,2016-09-21T02:00:00-05:00,2016-09-22T05:00:00Z,2016-09-22T00:00:00-05:00
11.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-22T05:00:00Z,2016-09-22T00:00:00-05:00,2016-09-23T05:00:00Z,2016-09-23T00:00:00-05:00,1.0,1.4199999570846558,7.25,10.5,17.0,26.059999465942383,29.0,11.909090995788574,6.995978832244873,24,24:00:00,22,22:00:00,92.0,92.0,2016-09-22T06:00:00Z,2016-09-22T01:00:00-05:00,2016-09-23T05:00:00Z,2016-09-23T00:00:00-05:00
21.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-23T05:00:00Z,2016-09-23T00:00:00-05:00,2016-09-24T05:00:00Z,2016-09-24T00:00:00-05:00,2.0,2.4600000381469727,11.75,20.0,31.25,49.540000915527344,50.0,21.91666603088379,13.745882034301758,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-23T06:00:00Z,2016-09-23T01:00:00-05:00,2016-09-24T05:00:00Z,2016-09-24T00:00:00-05:00
31.5,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-24T05:00:00Z,2016-09-24T00:00:00-05:00,2016-09-25T05:00:00Z,2016-09-25T00:00:00-05:00,8.0,10.65999984741211,23.75,29.5,35.5,54.099998474121094,56.0,31.450000762939453,12.184869766235352,24,24:00:00,20,20:00:00,83.0,83.0,2016-09-24T06:00:00Z,2016-09-24T01:00:00-05:00,2016-09-25T01:00:00Z,2016-09-24T20:00:00-05:00
10.5,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-25T05:00:00Z,2016-09-25T00:00:00-05:00,2016-09-26T05:00:00Z,2016-09-26T00:00:00-05:00,5.0,5.0,5.0,9.0,14.5,18.639999389648438,19.0,10.5,6.806859493255615,24,24:00:00,4,04:00:00,17.0,17.0,2016-09-26T02:00:00Z,2016-09-25T21:00:00-05:00,2016-09-26T05:00:00Z,2016-09-26T00:00:00-05:00
16.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-26T05:00:00Z,2016-09-26T00:00:00-05:00,2016-09-27T05:00:00Z,2016-09-27T00:00:00-05:00,0.0,0.46000000834465027,6.75,14.5,27.0,33.70000076293945,36.0,16.29166603088379,10.92057991027832,24,24:00:00,24,24:00:00,100.0,100.0,2016-09-26T06:00:00Z,2016-09-26T01:00:00-05:00,2016-09-27T05:00:00Z,2016-09-27T00:00:00-05:00
9.79,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-27T05:00:00Z,2016-09-27T00:00:00-05:00,2016-09-28T05:00:00Z,2016-09-28T00:00:00-05:00,2.0,3.0799999237060547,6.0,9.0,13.0,20.1200008392334,23.0,9.789473533630371,5.094429969787598,24,24:00:00,19,19:00:00,79.0,79.0,2016-09-27T06:00:00Z,2016-09-27T01:00:00-05:00,2016-09-28T05:00:00Z,2016-09-28T00:00:00-05:00
7.81,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-28T05:00:00Z,2016-09-28T00:00:00-05:00,2016-09-29T05:00:00Z,2016-09-29T00:00:00-05:00,1.0,1.0,4.0,7.0,10.0,20.399999618530273,22.0,7.809523582458496,5.697535037994385,24,24:00:00,21,21:00:00,88.0,88.0,2016-09-28T06:00:00Z,2016-09-28T01:00:00-05:00,2016-09-29T05:00:00Z,2016-09-29T00:00:00-05:00
6.45,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-29T05:00:00Z,2016-09-29T00:00:00-05:00,2016-09-30T05:00:00Z,2016-09-30T00:00:00-05:00,1.0,1.0,4.0,7.0,8.25,12.0,12.0,6.449999809265137,3.456115961074829,24,24:00:00,20,20:00:00,83.0,83.0,2016-09-29T06:00:00Z,2016-09-29T01:00:00-05:00,2016-09-30T04:00:00Z,2016-09-29T23:00:00-05:00
11.1,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-09-30T05:00:00Z,2016-09-30T00:00:00-05:00,2016-10-01T05:00:00Z,2016-10-01T00:00:00-05:00,1.0,1.0,6.5,11.0,15.5,24.040000915527344,28.0,11.1304349899292,6.566473484039307,24,24:00:00,23,23:00:00,96.0,96.0,2016-09-30T06:00:00Z,2016-09-30T01:00:00-05:00,2016-10-01T05:00:00Z,2016-10-01T00:00:00-05:00
13.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-01T05:00:00Z,2016-10-01T00:00:00-05:00,2016-10-02T05:00:00Z,2016-10-02T00:00:00-05:00,4.0,4.440000057220459,7.5,15.0,17.5,25.239999771118164,27.0,13.8695650100708,6.607876300811768,24,24:00:00,23,23:00:00,96.0,96.0,2016-10-01T06:00:00Z,2016-10-01T01:00:00-05:00,2016-10-02T05:00:00Z,2016-10-02T00:00:00-05:00
18.7,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-02T05:00:00Z,2016-10-02T00:00:00-05:00,2016-10-03T05:00:00Z,2016-10-03T00:00:00-05:00,4.0,5.380000114440918,10.75,14.0,23.0,42.2400016784668,45.0,18.70833396911621,11.844937324523926,24,24:00:00,24,24:00:00,100.0,100.0,2016-10-02T06:00:00Z,2016-10-02T01:00:00-05:00,2016-10-03T05:00:00Z,2016-10-03T00:00:00-05:00
20.6,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-03T05:00:00Z,2016-10-03T00:00:00-05:00,2016-10-04T05:00:00Z,2016-10-04T00:00:00-05:00,1.0,1.8799999952316284,10.0,20.0,28.0,46.119998931884766,47.0,20.565217971801758,13.051736831665039,24,24:00:00,23,23:00:00,96.0,96.0,2016-10-03T06:00:00Z,2016-10-03T01:00:00-05:00,2016-10-04T05:00:00Z,2016-10-04T00:00:00-05:00
22.2,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-04T05:00:00Z,2016-10-04T00:00:00-05:00,2016-10-05T05:00:00Z,2016-10-05T00:00:00-05:00,9.0,9.460000038146973,15.75,21.0,27.5,39.08000183105469,40.0,22.20833396911621,8.968442916870117,24,24:00:00,24,24:00:00,100.0,100.0,2016-10-04T06:00:00Z,2016-10-04T01:00:00-05:00,2016-10-05T05:00:00Z,2016-10-05T00:00:00-05:00
16.8,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-05T05:00:00Z,2016-10-05T00:00:00-05:00,2016-10-06T05:00:00Z,2016-10-06T00:00:00-05:00,2.0,3.759999990463257,11.0,17.0,21.5,35.63999938964844,44.0,16.826086044311523,8.499476432800293,24,24:00:00,23,23:00:00,96.0,96.0,2016-10-05T06:00:00Z,2016-10-05T01:00:00-05:00,2016-10-06T05:00:00Z,2016-10-06T00:00:00-05:00
15.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-06T05:00:00Z,2016-10-06T00:00:00-05:00,2016-10-07T05:00:00Z,2016-10-07T00:00:00-05:00,2.0,3.8399999141693115,10.0,13.0,20.0,31.540000915527344,32.0,15.291666984558105,7.798992156982422,24,24:00:00,24,24:00:00,100.0,100.0,2016-10-06T06:00:00Z,2016-10-06T01:00:00-05:00,2016-10-07T05:00:00Z,2016-10-07T00:00:00-05:00
17.3,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-07T05:00:00Z,2016-10-07T00:00:00-05:00,2016-10-08T05:00:00Z,2016-10-08T00:00:00-05:00,14.0,14.239999771118164,17.0,18.0,18.25,18.940000534057617,19.0,17.25,2.217355728149414,24,24:00:00,4,04:00:00,17.0,17.0,2016-10-07T06:00:00Z,2016-10-07T01:00:00-05:00,2016-10-07T09:00:00Z,2016-10-07T04:00:00-05:00
9.25,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-08T05:00:00Z,2016-10-08T00:00:00-05:00,2016-10-09T05:00:00Z,2016-10-09T00:00:00-05:00,4.0,4.0,6.75,8.0,11.25,18.68000030517578,20.0,9.25,4.5552167892456055,24,24:00:00,12,12:00:00,50.0,50.0,2016-10-08T17:00:00Z,2016-10-08T12:00:00-05:00,2016-10-09T04:00:00Z,2016-10-08T23:00:00-05:00
5.9,,3587,False,2,pm25,µg/m³,,1day,24:00:00,2016-10-09T05:00:00Z,2016-10-09T00:00:00-05:00,2016-10-10T05:00:00Z,2016-10-10T00:00:00-05:00,0.0,0.3799999952316284,2.75,6.5,8.25,12.479999542236328,14.0,5.900000095367432,3.6977944374084473,24,24:00:00,20,20:00:00,83.0,83.0,2016-10-09T06:00:00Z,2016-10-09T01:00:00-05:00,2016-10-10T05:00:00Z,2016-10-10T00:00:00-05:00
